plot_label,group_vars,gr_var,direct_var,model,model_data,test_data,in_AIC,in_AICc,in_BIC,in_R2,in_RMSE,in_nRMSEq,in_nRMSEd,out_R2,out_RMSE,in_spear,out_spear,in_cover,out_cover,in_AUC,out_AUC,gr_rej
dmskw_hvar_cr_,,gr_roll_hvar,growing_hvar,"s(sm_mean_ct_hvar, bs='cs') + s(sm_skew_ct_hvar, bs='cs') + var_era",model_dat_daily,NULL,-3983.504239967993,-3983.196778336554,-3922.9410162862973,0.07858066515470152,0.03653607427360301,0.7472203274687356,0.37782256732212305,0.07858066515470152,0.03653607427360301,0.3183947800662912,NA,0.9330188679245283,NA,0.6675265991539546,0.6675265991539546,NA
dmskw_sknt_cr_,,gr_roll_sknt,growing_sknt,"s(sm_mean_ct_sknt, bs='cs') + s(sm_skew_ct_sknt, bs='cs') + var_era",model_dat_daily,NULL,-4548.136077617109,-4547.662275397592,-4472.489841776157,0.4545300181864361,0.027913181002105557,0.5747516150201178,0.28876580181462014,0.4545300181864361,0.027913181002105557,0.6725846396643721,NA,0.95,NA,0.8307603764642155,0.8307603764642155,NA
dmskw_asy_base_cr_,,gr_roll_base_FALSE,growing_base_FALSE,"s(sm_mean_ct_base_FALSE, bs='cs') + s(sm_skew_ct_base_FALSE, bs='cs') + var_era",model_dat_daily,NULL,-1016.3902921603204,-1015.2828688000111,-974.1935202138483,0.20529527433800354,0.03729781122278716,0.7780214828626967,0.39431028942011853,0.20529527433800354,0.03729781122278716,0.48218829644552746,NA,0.9316546762589928,NA,0.8569354420534093,0.8569354420534093,NA
dmskw_asy_rsam_cr_,,gr_roll_rsam_FALSE,growing_rsam_FALSE,"s(sm_mean_ct_rsam_FALSE, bs='cs') + s(sm_skew_ct_rsam_FALSE, bs='cs') + var_era",model_dat_daily,NULL,-1766.5395375390422,-1765.1211119980949,-1701.9778666233249,0.48826195890798374,0.026405802081412553,0.548088132395795,0.2833733723509946,0.48826195890798374,0.026405802081412553,0.7018349478226772,NA,0.958128078817734,NA,0.8768041363424735,0.8768041363424735,NA
dmskw_idel_tt_,,gr_roll_idel,growing_idel,(sm_mean_ct_idel + sm_skew_ct_idel) + var_era,model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-3037.971822220641,-3037.7931938314864,-3006.7964472283925,0.6837175784569625,0.0218825458675545,0.4423427736976356,0.2319275436325677,0.7162700269810687,0.01818796591262012,0.8275310936662664,0.845,0.9448818897637795,0.9858823529411764,0.9088266490553955,0.9139512595837896,FALSE
dmskw_rknt_tt_,,gr_roll_rknt,growing_rknt,(sm_mean_ct_rknt + sm_skew_ct_rknt) + var_era,model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-2656.1395212662546,-2655.960892877101,-2624.964146274055,0.4536110437711226,0.0295577117221113,0.5660777096649422,0.297637321117507,0.17106282365270897,0.0315085153849117,0.7202306570840756,0.802,0.9322834645669291,0.9552941176470588,0.8728364905284147,0.8931444156804734,FALSE
dmskw_rvar_tt_,,gr_roll_rvar,growing_rvar,(sm_mean_ct_rvar + sm_skew_ct_rvar) + var_era,model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-2701.595374096932,-2701.416745707778,-2670.419999104688,0.45917131249269183,0.028518490651433415,0.5644940536100278,0.29825863018852755,0.35984550769187196,0.027070896012997274,0.6970803154467593,0.811,0.925984251968504,0.9835294117647059,0.846928791085906,0.9082122260668973,FALSE
dmskw_rsam_tt_,,gr_roll_rsam,growing_rsam,(sm_mean_ct_rsam + sm_skew_ct_rsam) + var_era,model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-2782.2377727943617,-2782.059144405207,-2751.0623978021144,0.5368500036364381,0.02676392021755994,0.5009067329722421,0.27562382221531684,0.0701928606988319,0.033001482594638754,0.7435129365284171,0.719,0.9543307086614173,0.8964705882352941,0.8747598463016331,0.8041983852364475,FALSE
dmskw_base_tt_,,gr_roll_base,growing_base,(sm_mean_ct_base + sm_skew_ct_base) + var_era,model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-2475.2433469731636,-2475.0644332351444,-2444.079004292103,0.24592620427375456,0.03397724642585087,0.6697078585260229,0.34458174042111417,-0.8802613217299777,0.047875310008288055,0.538755831541178,0.451,0.9463722397476341,0.8541176470588235,0.7910085604051121,0.6939746300211417,FALSE
dmskw_hvar_tt_,,gr_roll_hvar,growing_hvar,(sm_mean_ct_hvar + sm_skew_ct_hvar) + var_era,model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-2325.0846340422054,-2324.9060056530507,-2293.909259049971,0.07660445342619693,0.03836009863594477,0.7440797992463599,0.3811467047842628,-1.5775840576924436,0.055316862097577496,0.29192043971238496,-0.255,0.9417322834645669,0.8564705882352941,0.6611046546576632,0.5627580511973576,FALSE
dmskw_sknt_tt_,,gr_roll_sknt,growing_sknt,(sm_mean_ct_sknt + sm_skew_ct_sknt) + var_era,model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-2583.162818544002,-2582.9841901548475,-2551.9874435517536,0.3743721452712543,0.03130590232448378,0.5722867642793824,0.3188270032997249,-0.054190319423279565,0.03539243772964417,0.653554447168458,0.662,0.9464566929133859,0.9176470588235294,0.8324476570289132,0.815028901734104,FALSE
dmskw_asy_base_tt_,,gr_roll_base_FALSE,growing_base_FALSE,(sm_mean_ct_base_FALSE + sm_skew_ct_base_FALSE) + var_era,model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-688.6198420433011,-687.8878158995103,-667.050011488412,0.2716725301309836,0.027296747253949642,0.5380320088051666,0.27683116397110125,-0.8632812291754095,0.0706889066604681,0.5960199664236734,-0.023,0.9565217391304348,0.49572649572649574,0.8293172690763052,0.5662686567164179,FALSE
dmskw_asy_rsam_tt_,,gr_roll_rsam_FALSE,growing_rsam_FALSE,(sm_mean_ct_rsam_FALSE + sm_skew_ct_rsam_FALSE) + var_era,model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-1110.5187587400512,-1110.0441824688648,-1086.0385811629988,0.3237452891067065,0.024154604562733835,0.4520714439216222,0.24875221490580282,-0.3128281977005938,0.05142289849073915,0.6000081809298623,0.778,0.9631147540983607,0.5493827160493827,0.8331317204301075,0.8646536119795951,FALSE
dmskw_idel_cr_tt_,,gr_roll_idel,growing_idel,"s(sm_mean_ct_idel, bs='cs') + s(sm_skew_ct_idel, bs='cs') + var_era",model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-3071.155520153799,-3070.491627388375,-3009.4445861397094,0.7036717163457253,0.02108924189727742,0.4263066012741146,0.22351951641791307,0.7270833012650203,0.01783801718018214,0.8315781684001001,0.849,0.9448818897637795,0.9858823529411764,0.9175222142170989,0.5,FALSE
dmskw_rknt_cr_tt_,,gr_roll_rknt,growing_rknt,"s(sm_mean_ct_rknt, bs='cs') + s(sm_skew_ct_rknt, bs='cs') + var_era",model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-2737.8092487284084,-2737.4118958255535,-2690.4232032313907,0.5226827234927951,0.027558353769685344,0.527786789814641,0.2775043842207079,0.38048348858868963,0.027239151474960432,0.7353283083909096,0.814,0.9322834645669291,0.9694117647058823,0.8894666001994018,0.5,FALSE
dmskw_rvar_cr_tt_,,gr_roll_rvar,growing_rvar,"s(sm_mean_ct_rvar, bs='cs') + s(sm_skew_ct_rvar, bs='cs') + var_era",model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-2739.7373530767604,-2739.262834780005,-2687.8007849436863,0.49540329091080937,0.02747230628779495,0.5437859151790053,0.28731718454761734,0.5108773294066489,0.023662963191579674,0.7066716818367939,0.818,0.9291338582677166,0.9905882352941177,0.8661188545868446,0.5,FALSE
dmskw_rsam_cr_tt_,,gr_roll_rsam,growing_rsam,"s(sm_mean_ct_rsam, bs='cs') + s(sm_skew_ct_rsam, bs='cs') + var_era",model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-2873.5304180384564,-2872.8251350545443,-2809.881963358528,0.603853617440953,0.02462317952732705,0.46084117394469165,0.2535777569671206,0.28521008092858713,0.028935182256024847,0.7788767484566504,0.7,0.952755905511811,0.9247058823529412,0.9016470541146334,0.5,FALSE
dmskw_base_cr_tt_,,gr_roll_base,growing_base,"s(sm_mean_ct_base, bs='cs') + s(sm_skew_ct_base, bs='cs') + var_era",model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-2516.9908469086695,-2516.362555655151,-2457.06718545188,0.30248391328622026,0.03254351876565516,0.6414483972093264,0.3300415282376968,-0.6905425353250962,0.04539578643397496,0.5717370312863588,0.465,0.9479495268138801,0.8541176470588235,0.8375080379390725,0.5,FALSE
dmskw_hvar_cr_tt_,,gr_roll_hvar,growing_hvar,"s(sm_mean_ct_hvar, bs='cs') + s(sm_skew_ct_hvar, bs='cs') + var_era",model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-2342.50198397867,-2342.0564761069413,-2292.2286032496054,0.1090117466678141,0.037582943304304985,0.7290051356320199,0.37342487391591184,-1.4299642529921113,0.05370949392278425,0.35575462615213543,0.149,0.9401574803149606,0.8611764705882353,0.690910092772557,0.5,FALSE
dmskw_sknt_cr_tt_,,gr_roll_sknt,growing_sknt,"s(sm_mean_ct_sknt, bs='cs') + s(sm_skew_ct_sknt, bs='cs') + var_era",model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-2618.29441123626,-2617.9186011878182,-2572.257525502094,0.41177143561185925,0.030292160398676438,0.5537550803649116,0.308502806380741,0.10019961556417922,0.03269821551254292,0.6560397944258538,0.662,0.9464566929133859,0.9294117647058824,0.8366151545363908,0.5,FALSE
dmskw_asy_base_cr_tt_,,gr_roll_base_FALSE,growing_base_FALSE,"s(sm_mean_ct_base_FALSE, bs='cs') + s(sm_skew_ct_base_FALSE, bs='cs') + var_era",model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-719.6785313761148,-716.7946708050408,-676.4860799467073,0.42888384683134195,0.023729697427830237,0.46772374219741353,0.24065577112590905,-0.6536266811451736,0.06659333969654793,0.7223778445379312,0.247,0.9565217391304348,0.5128205128205128,0.94346617238183506,0.5,FALSE
dmskw_asy_rsam_cr_tt_,,gr_roll_rsam_FALSE,growing_rsam_FALSE,"s(sm_mean_ct_rsam_FALSE, bs='cs') + s(sm_skew_ct_rsam_FALSE, bs='cs') + var_era",model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-1130.7456313114944,-1129.4692646566004,-1089.965604943046,0.391937519516637,0.02273543200204205,0.425510570734085,0.2341371001400546,-0.17362480696979987,0.048620256376446666,0.6452957141296558,0.788,0.9672131147540983,0.5493827160493827,0.8841397849462366,0.5,FALSE
