plot_label,group_vars,gr_var,direct_var,model,model_data,test_data,in_AIC,in_AICc,in_BIC,in_R2,in_RMSE,in_nRMSEq,in_nRMSEd,out_R2,out_RMSE,in_spear,out_spear,in_cover,out_cover,in_AUC,out_AUC,gr_rej
dmskw_cr_0.25_,,gr_roll,growing,"s(sm_mean_ct, bs='cs') + s(sm_skew_ct, bs='cs') + var_era",model_dat_daily,NULL,-3101.9986102564685,-3101.7715668920027,-3055.5217702443133,0.17896600244978855,0.04395625505087633,0.9239169260136542,0.4046625944111094,0.17896600244978855,0.04395625505087633,0.49783205062653063,NA,0.9475409836065574,NA,0.7703990442054959,0.7703990442054959,NA
dmskw_cr_tt_0.25_,,gr_roll,growing,"s(sm_mean_ct, bs='cs') + s(sm_skew_ct, bs='cs') + var_era",model_dat_daily %>% filter(coll_date < '2021-12-31'),model_dat_daily %>% filter(coll_date >= '2021-12-31'),-1640.434219951807,-1640.1269413556154,-1605.6696619199847,0.17640621914973087,0.046761793270920754,0.8776467700939273,0.39211470966612333,-0.07676726095577102,0.04470920673517359,0.5325199980952207,0.386,0.9603174603174603,0.9294403892944039,0.8088789579986959,0.694163792684704,FALSE
